@relation 'Allegheny_County_Crash_Data_Nominal-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-5,7-16,21-32,36-37,39-50,53-54,57-61,65-66,68'

@attribute COLLISION_TYPE {Side-swipe-same-direction,Angle,hit-fixed-object,hit-pedestrian,Rear-end,Side-swipe-opposite-direction,Rear-to-rear,Head-on,Non-collision}
@attribute PROPERTY_DAMAGE_ONLY {NO,YES}
@attribute FATAL_OR_MAJ_INJ {NO,YES}
@attribute INJURY {NO,YES}
@attribute FATAL {NO,YES}
@attribute OVERTURNED {NO,YES}
@attribute MOTORCYCLE {NO,YES}
@attribute BICYCLE {NO,YES}
@attribute TRAIN_TROLLEY {NO,YES}
@attribute UNBELTED {NO,YES}
@attribute PEDESTRIAN {NO,YES}
@attribute MC_DRINKING_DRIVER {NO,YES}
@attribute INJURY_OR_FATAL {NO,YES}
@attribute MINOR_INJURY {NO,YES}
@attribute MODERATE_INJURY {NO,YES}
@attribute MAJOR_INJURY {NO,YES}
@attribute TRAIN {NO,YES}
@attribute MAX_SEVERITY_LEVEL {NoInjury,Injury}

@data
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-pedestrian,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Non-collision,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-pedestrian,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,Injury
hit-pedestrian,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,Injury
hit-pedestrian,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Head-on,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Side-swipe-same-direction,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,Injury
hit-pedestrian,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,Injury
Side-swipe-opposite-direction,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,Injury
hit-fixed-object,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,Injury
Angle,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
Rear-end,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,Injury
